start,end,speaker,text
01:41:51.350,01:42:00.160,spk_3,"the beginning of that. Chain of Events was a friend showing a text message, Charlotte then being spoken to and her not"
01:42:00.870,01:42:01.340,spk_1,"putting"
01:42:01.340,01:42:02.940,spk_3,"forward a complaint herself."
01:42:02.950,01:42:04.330,spk_1,"I"
01:42:04.340,01:42:37.980,spk_3,"speculated a small degree, but I would imagine in that situation the police felt well. If she's not saying anything, there's nothing for us to interview her about, in fact, because they saw her in school that day and she said, No, no, my friends went wrong. It's all a misunderstanding. And then the next day took a police state witness statement from her, where she disavowed that which has been said by her friends and then later was interviewed herself as a suspect for having wasted police time, where she admitted that she had, where she made a statement to the effect that she had lied."
01:42:38.650,01:42:46.500,spk_1,"It doesn't matter, but I think they're all muddling up to events. Because then there was another occasion when she said that the girl had misunderstood what she said."
01:42:47.480,01:42:50.280,spk_3,"There was a further such event or prior one. There were two"
01:42:51.230,01:43:53.040,spk_4,"just following up. Lord Curzon Point. Would there be anything to be said for a situation where not only where the general lines of, wished for examination disclosed to the judge in advance, but the judge actually put the questioning? I mean, I've seen procedures on the continent where it is standard for questioning to be done by the judge and very rare that anything remains, which, at the end, which counsel wish to ask separately. In Germany, they're certainly entitled to. But I'm not sure about other jurisdictions. I mean, is that certainly in France also, the judge does a lot of the questioning, is that is there anything to be said for that bearing in mind that an experienced judge would know, firstly indirect familiar to the witness, and secondly, it would know how to put the things unobtrusively?"
01:43:54.420,01:43:59.130,spk_3,"Well, My Lord, firstly, I personally have never come across that, and I would"
01:44:00.070,01:44:00.100,spk_0,"I"
01:44:00.220,01:45:11.240,spk_3,"anticipate that most of the family judges in front of whom I appear would be reluctant to step into the arena in that way. I may be wrong, but certainly in cases where I've heard children give evidence, that's not been the case, and I would be surprised if it were. But one part of the written presentation we've made to this course is the parallel, parallel view, not analysis, parallel view of criminal proceedings and the special measures that are available to children in criminal proceedings. And one of those measures is the use of intermediaries. Now I have no personal experience of that, but I understand that that does take place and that intermediaries are used within criminal proceedings. I can't speak with any authority about it, but as I understand it, you would have a person who has had specific training to assist in the questioning of a witness who was appointed by the court, I believe and would be fulfil some of those functions which My Lord raises, and there would be, in my submission, no reason in principle why that could not be available in a family case."
